human_score,model_score,sentence1,sentence2
1.25,0.47457188,Çocuk üç tekerlekli bisiklete biniyor.,Bir kadın su scooter'ına biniyor.
2.75,0.30662528,İki adam lastik yuvarlama yarışında yarışır.,Bir yarışta iki kişi traktör lastiklerini takla attı.
0.0,0.37855148,Bir insan et kesiyor.,Mekanik boğaya binen bir kişi
0.0,0.73244315,Bir adam keman çalıyor.,Bir kadın dikiş makinesi kullanıyor.
2.4,0.61857694,Bebek kapıdan sürünerek geçti.,Bir bebek yerde sürünüyor.
2.2,0.88549894,Bir adam klavye çalıyor.,Bir insan piyano çalıyor.
0.2,0.8570179,Bir adam iki pizza kokusu alıyor.,Bir kadın bir erkeği besliyor.
2.8,0.8651744,Bir maymun köpeğin kuyruğunu çeker.,Bir maymun hayvanat bahçesinde bir köpeğe sataşıyor.
4.0,0.8171175,"Bir köpek sırt sırta, ahşap bir zeminde uzanır.",Yerde bir köpek yatıyor.
0.0,0.7875215,Bir kadın tavada bir şey kızartıyor.,Bir adam gitarını çalıyor.
5.0,0.92313814,Bir adam baharatı bir kase suya koyar.,Adam bir kasede suya baharat ekledi.
0.0,0.7041425,Yaşlı bir kadın tavaya yağ döküyor.,Bağlı bir adam suya giriyor.
3.2,0.87419564,Bir kadın soğan kesiyor.,Bir kadın soğanın yarısına kısmen dilimliyor.
3.5,0.6036339,Kadın kanguruyu aldı.,Bir kadın kanguru taşıyor.
1.75,0.90180314,Bir köpek bir dolaba ısırıyor.,Bir köpek bir sürü yiyecek açar.
1.25,0.8323824,Bir kadın balığın kemiklerini alıyor.,Bir adam balık yakalar.
0.833,0.5097381,Bir adam ot biçiyor.,Bir adam beton kırıyor.
0.0,0.69187546,Bir kedi televizyon izliyor.,Bir adam izin veriyor.
3.75,0.80736524,Çocuk köpek kulübesinin kapısına sıkışmış.,Bir çocuk köpek evinde sıkışıp kaldı.
2.75,0.35273516,İnsanlar yüzme havuzuna girer.,Erkekler havuza düşüyor.
3.8,0.91799027,Bir kadın suyun altında yüzüyor.,Bir kadın yüzüyor.
0.2,0.7462557,Bir adam gitar çalıyor.,Bir kadın dans ediyor.
3.4,0.744271,Bir uçak havada uçuyor.,Güney Afrika Havayolları'na ait bir uçak mavi bir gökyüzünde uçuyor.
1.4,0.89955944,Bir ayı iki köpekten kaçıyor.,Bir ayı kurtlarla savaşıyor.
3.8,0.5367978,Bir kadın yüzen bir salda dinleniyor.,Bir kadın iç tüpte rahatlar.
0.4,0.90420204,Ameliyathanede bir adam ölüyor.,Bir adam sahnede bir kadını öpüyor.
0.0,0.83837163,Bir adam elinde bir yaprak tutuyor.,Bir kadın televizyon izliyor.
0.0,0.66236246,Bir insan ata biniyor.,Bir kadın patates dilimliyor.
0.0,0.7586431,Bir kadın ahtapotu dilimliyor.,Bir adam gitar çalıyor.
0.2,0.55662555,Bir adam su sürahilerini kırıyor.,Bir kadın sarımsak soyuyor.
0.0,0.75041246,Bir adam gitar çalıyor.,Bir kadın sebze kesiyor.
0.0,0.7203964,Bir kız kek yiyor.,Bir adam salatalık dolanıyor.
3.8,0.8906278,Küçük kız çimlerde bir köpek ve bir topla oynadı.,Bir bebek köpek ve topla oynar.
2.25,0.5288647,İnsanlar bir salın binip kürek çekmelerini.,Bir salda dört kişi yüzüyor.
2.4,0.6322693,Bayan patates kesti.,Bir adam patates kesiyor.
3.2,0.6251822,Füze patladı.,Bir roket patladı.
1.6,0.85104084,Karda bir köpek oynuyor.,Bir köpek halıdaki bir sineği patiliyor.
0.4,0.7968281,Bir kadın diğer kadınlarla dans ediyor.,Bir kadın tavuğu parçalıyor.
0.0,0.7842633,Bir çocuk minibüsü itiyor.,Bir insan domatesi dilimliyor.
0.4,0.7884468,Bir çocuk dans adımları atıyor.,Bir çocuk sürahiden bir şey döküyor.
0.6,0.7189588,Bir kadın gazoz açıp içiyor.,Bir kadın fillerin üzerine biniyor.
1.0,0.8357467,Bir adam hoparlör parçalarını bir araya getiriyor.,Bir adam gitar çalıyor.
4.6,0.7778985,Köpek havuzun kenarında yürüdü.,Bir köpek havuz boyunca yürüyor.
4.25,0.7920579,Tereyağı bir kaseye konuluyor.,Tereyağını karıştırma kabına kesen bir adam.
1.5,0.6722924,Rakunlar yiyor.,Bir adam yemek yiyor.
3.5,0.7203968,Birisi attan düşmüş.,Bir adam attan attırıldı.
0.0,0.8028811,Bir kadın elmayı soyuyor.,Bir adam motosikletle tekerlekleri patlatır.
0.0,0.87552017,Bir adam matematik dersleri alıyor.,Bir adam bifteği durulıyor.
0.0,0.23789723,Hayvanlar suda oynuyor.,İki adam pinpon oynuyor.
0.3329999999999999,0.68923044,Bir adam ata biniyor ve engellerin üzerinden atlıyor.,Bir adam futbol toplarını tekmeliyor.
0.3329999999999999,0.6879281,Bir insan eliyle kalem numarası yapıyor.,Bir kişi havuçları ikiye bölmektedir.
3.333,0.49596933,Şahıs kameraları ateşe verdi.,Bir insan kameraları yakıyor.
4.333,0.7384783,Adam kutudaki kaseti dilimliyor.,Bir adam kutuyu kesiyor.
0.8,0.81122345,Bir adam nehirde balık tutuyor.,Kaldırımda yürürken bir adam şarkı söylüyor.
0.2,0.73584884,Bir adam bisiklete biniyor.,Bir kadın sokakta dans ediyor.
0.0,0.76168644,Bir adam şınav çekiyor.,Bir kadın ahtapot kesiyor.
0.0,0.6060426,Bir adam gitar çalıyor.,Bir kadın domuz eti dilimliyor.
2.8,0.69773096,Küçük çocuk şarkı söylüyor ve gitar çalıyor.,Bir bebek gitar çalıyor.
0.8,0.66421074,Bir kadın yüzünü pudralıyor.,Kadın masada parmaklarını dokunuyor.
0.0,0.76462543,Bir kadın patates soyuyor.,Etrafta bir aslan dolaşıyor.
0.25,0.7283909,Bir kadın tüfekle ateş ediyor.,Bir adam gösteri yapıyor.
0.5,0.5585964,Bir kadın bir erkeğin omuzlarının üzerine çelenk koyar.,Bir adam pilotların kafasına su döküyor.
3.75,0.93100274,Yaşlı bir kadın bir erkekle el sıkışıyor.,Bir erkek ve bir kadın el sıkışır.
1.75,0.34240666,Kadın su kaydıranı yapıyor.,Bir kadın göle binerken uyanıyor.
2.667,0.5697459,Ağaçlar fırtınada bükülüyor.,Ağaçlar çok sert rüzgarlar tarafından vurulur.
0.4,0.73506105,Bir erkek ve kadın arabaya biniyor.,Bir kadın karides kızartıyor.
0.0,0.48479736,Bir adam ağaç uzvlarını hareket ettiriyor.,Kadın keman çalıyor.
1.0,0.8723331,Bir adam piyano çalar.,Bir kadın keman çalıyor.
0.8,0.74522,Bir kişi tavaya yağ döker.,Bir kişi soğanı doğranıyor.
0.0,0.4344076,Hayvan yiyor.,Bir kadın dans ediyor.
4.0,0.8077324,Kadın köpeğini gezdiriyor.,Bir kadın köpeğini sokakta gezdiriyor.
5.0,0.6659821,Bir grup insan şarkı söyledi.,Bazıları şarkı söylüyor.
4.4,0.6232449,Kedi süt içiyor.,Bir kedi bir tabak sütten yalıyor.
2.0,0.88535774,Bir kız göz kapağı yapıyor.,Bir kadın göz farı uyguluyor.
2.8,0.84113985,İki adam kavga ediyor.,İki adam bir çeşit dövüş sanatı kullanarak savaşıyor.
2.5,0.7191032,Askeri subay acemilere havladı.,Bir subay acemilerle konuşuyor.
2.5,0.74635005,Adam kaba tavuk koyuyor.,Bir adam yiyecekleri kutuya koyuyor.
2.25,0.75719625,Bir adam stenograf makinesine bağlı.,Adam stenograf kullanmiş.
3.6,0.8394696,Bir kadın bir tencere suya makarna ekliyor.,Bir kadın erişte yapıyor.
1.2,0.8029599,Bir kadın bir kayanın üzerinde battaniyenin üzerinde yatıyor ve kitap okuyor.,Oturan bir kadın şarkı söylüyor ve gitar çalıyor.
0.2,0.17761071,İki köpek yavrusu birbiriyle oynuyor.,Bazı erkekler futbol oynuyor.
1.0,0.7044338,Bir adam tarlada koşuyor.,Bir adam ipe tırmanıyor.
0.4,0.89849174,Bir adam birine sarılıyor.,Bir adam fotoğraf çekiyor.
2.8,0.82332426,Birisi bir tencereye yağlar döküyor.,Bir adam sebzeleri tencereye koyar.
0.0,0.4737456,Bir çift yürüyor.,Bazı adamlar testereyle sawing yapıyor.
3.0,0.6519453,Bir insan gitar çalıyor.,Adam gitarını çaldı.
3.0,0.86991763,Bir kişi tavaya yiyecek ekliyor.,Bir kadın tavaya pirinç koyar.
2.8,0.6201604,Bir grup penguen yürüyor.,Çok sayıda penguen okyanusa gidiyor.
0.0,0.5326991,Bir adam gitar çalıyor.,Birisi çörekle ilgileniyor.
0.0,0.74622595,Bir köpek trambolinde zıplıyor.,Bir çocuk gitar çalıyor.
2.2,0.96637124,Bir adam mutfak lavabosuz bir kabı sallıyor.,Bir adam plastik bir kabı boşaltıyor.
3.75,0.82501245,Bir adam atla yürüyor.,Bir adam bir atı yular tarafından yönlendiriyor.
4.0,0.7234006,Kağıt makasla kesiliyor.,Bir kağıt parçası kesiliyor.
3.5,0.6144433,Bir insan karides soyar.,Bayan karidesi soymuş.
0.8,0.8149032,Bir adam gitar çalıyor.,Bir adam gazete okumaya çalışıyor.
0.8,0.84850484,Otelde yatak yapan bir adam.,Bir adam elinde bir hayvan tutuyor.
1.75,0.7600873,Köpek önce köpeklerin kuyruğunu sonra bacağını çekti.,Bir maymun köpeklerin kuyruğunu çekti.
3.0,0.9126182,Bir kadın bir kasede iki yumurta döver.,Bir kişi malzemeleri bir kasede karıştırıyor.
0.0,0.5549141,Dışarıda ip atlayan bir adam var.,Bir kadın salatalık dolanıyor.
0.0,0.7323184,Bir insan soğan dilimliyor.,Bir hamster şarkı söylüyor.
0.0,0.7670769,Bir kadın kanguru tutar.,Şapkalı bir adam şarkı söylüyor.
3.8,0.7484832,Futbolcular bir futbol toplarını kaleye tekmeliyorlar.,Bir futbolcu gol atar.
3.2,0.8470447,Bir kadın bir şeyler pişiriyor.,Bir kadın malzemeleri tavaya döküyor.
3.2,0.85754657,Sahilde bir kadın yüzüyor.,Okyanusun dalgalarına bir kadın sıçrar.
0.8,0.8204304,Bir adam başka bir adamı taşıyor.,Bir adam başka bir adama hortumdan su sıkıyor.
1.5,0.8569393,Kadın bir tabağa macun koyuyor.,Bir kadın kaseden yapışkan bir yapışkan şey çıkarıyor.
2.75,0.74884903,Bir adam dayanıyor ve gri bir You Tube tişörtü hakkında konuşuyor.,Bir adam tişört gösteriyor.
3.75,0.6821307,Birisi bir kase domates kamasına zeytinyağı döküyor.,Adam domates dilimlerine yağ döktü.
3.2,0.90646696,Bir adam gitar çalıyor.,Adam gitarını bir arkadaşıyla çaldı.
0.8,0.63541794,Birisi bamyayı tencerede kaynatıyor.,Birisi bir kase domates kamasına zeytinyağı döküyor.
0.0,0.82247984,Bir insan patates soyuyor.,Bir kedi küçük bir şişeyi yalıyor.
0.0,0.7774803,Bir kedi kutuya atlıyor.,Genç bir adam bir yaprakla konuşuyor.
1.4,0.55687773,Kadın yağı baharatlıyor.,Bir kadın malzemeleri kaseye döküyor.
3.2,0.8167071,Bir kedi kanepenin altında baş aşağı kayıyor.,Bir kedi sırtındaki mobilya parçasının altında sürünüyor.
2.2,0.9256845,Bir erkek klavye çalarken bir kadın dans eder.,Bir kadın sahnede dans ediyor.
2.533,0.7826922,Bir şef bir kase çorbayı temizliyor.,Bir adam kasenin kenarını siliyor.
3.4,0.7937081,Çölde bir patlama meydana geldi.,Bir nükleer silah çölde patlar.
0.0,0.74088645,Bir kadın limon dilimler.,Bir adam mikrofona konuşuyor.
0.8,0.4971134,Kilolu bir adam ip atlıyor.,Genç bir adam dans ediyor.
3.2,0.7173918,Bayan iki çiğ yumurta kırmış.,Kadın yumurtaları bir kaseye kırıyor.
0.0,0.63063365,Bir adam bıçak kullanarak kalem biler.,Bir kadın yağmurda dans ediyor.
0.0,0.39136386,Plastik oyuncaklar suda yüzüyor.,Bayanlar dans ediyor.
3.0,0.5496116,Kaplumbağa balığı takip etti.,Bir deniz kaplumbağası balık avlıyor.
2.8,0.89341396,Kadın göz farı üzerine kalemle bakıyor.,Kız göz kapağında göz kalemi kullanıyor.
0.0,0.79646343,Bir adam ayakkabısını bağlıyor.,Bir köpek bisikletçilerin omuzlarında.
0.417,0.4358792,Bir kadın bıçakla et dilimliyor.,Bir adam para saçıyor.
0.0,0.729018,Yerde bir köpek koşuyor.,Bir kız parmak tırnaklarına dokunuyor.
1.0,0.88616425,Bir adam bağlı bir köpeği okşar.,Bir adam köpeğini kameraya gösteriyor.
2.0,0.89470166,Diğer köpekler onları takip ederken bir kadın evcil bir köpekle açık bir zeminde yürüyor.,Bir adam birkaç köpekle yürüyor.
0.0,0.75449485,Bir kadın sarımsak kıyıyor.,Bir kişi diski temizliyor.
2.5,0.31228518,İki takım futbol oynuyor.,Farklı takım setleri sahada futbol oynuyor.
2.0,0.81545323,Yaratık gibi bir fare etrafta kokuyor.,Bir hayvan yerde yürüyor.
0.0,0.29243693,İki Sumo çınlayıcısı birbiriyle savaşıyor.,Bir adam suda su oyuncaklarına biner.
0.0,0.80095756,Bir adam yere uzanır ve bir tüfek hedefler.,Bir adam tortillaya tereyağı yayıyor.
2.818,0.48865592,Bir çift okyanusa doğru koşuyor.,"Bir erkek ve kadın birlikte koşuyorlar, el ele tutuşuyorlar."
3.533,0.8316187,Bir kadın sert bir yumurta kesiyor.,Bir kişi haşlanmış yumurtayı parçalara ayırıyor.
3.8,0.34440464,İki robot aynı öpücüğü paylaşır.,Bir erkek ve dişi robot öpüşüyor.
3.25,0.8264693,Bir kedi köpeğe dokunmaya çalışıyor.,Kedi kafasına dokunarak köpeğe sataştı.
4.0,0.6593755,Gergedan çimlerde otladı.,Bir gergedan tarlada otluyor.
0.0,0.55157614,Adam küçük kırmızı arabasını trafikte dolaştırdı.,Köpek sahilde suya koştu.
1.0,0.7567702,Bir adam ekmek kesiyor.,Bir adam futbol topuyla oyun oynuyor.
2.6,0.8290559,Bir kedi hızla bir çocuğun kafasına tekzola sıktı.,Bir kedi ve bir çocuk birlikte oynarlar.
1.4,0.65708303,Bir kedi kutuda oynuyor.,Köpek zemin temizleyicisiyle oynuyor.
3.2,0.7157142,Çift kilisede dans etti.,Birkaç yavaş dans.
0.0,0.76497483,Bir adam timsahın ağzını sıvazlıyor.,Bir kişi doğranmış sebzeleri ocakta bir tencereye atıyor.
0.0,0.26777226,Bir insan sütlacı kontrol ediyor.,Bir at koşuyor.
0.0,0.7044727,Bir kadın cam kasede iki yumurta karıştırıyor.,Genç bir kız sahnede şarkı söylüyor.
0.0,0.59545887,Adam davul çalıyor.,Bir adam lavabosunda temizlikçi döküyor.
3.8,0.87184936,Bir adam biberi dilimliyor.,Bir insan büyük yeşil biberi parçalar.
0.643,0.80767864,Bir kadın işaret diliyle konuşuyor.,Bir kadın deniz ürünlerini baharatlıyor.
0.0,0.8260775,Bir çocuk köpek evine giriyor.,Yerde bir kedi oynuyor.
2.25,0.84733325,Kız uçurtmasını bir tepeye doğru koşarken uçurdu.,Bir kız uçurtmasını kaybeder.
1.25,0.47317988,Bir kadın sıcak su kabına yemek koyuyor.,Bir kadın et kızartıyor.
3.4,0.87595725,Küçük bir maymun suyun içinde yürür.,Bir maymun bataklık boyunca geziniyor.
0.0,0.6409828,Bir adam bisiklete biniyor.,Bir panda ayısı yiyor.
0.2,0.72516745,Genç bir adam şarkı söylüyor ve piyano çalıyor.,Adam bir mektup yazıyor.
0.5,0.79864806,Bir çocuk güneş gözlüklerini çıkarıyor.,Bir çocuk çığlık atıyor.
0.0,0.67498785,Bir kız piyano çalıyor.,Bir çocuk şınav çekiyor.
4.0,0.56621265,Bayan domates dilimledi.,Biri domates kesiyor.
0.0,0.39912874,Biri kirpi tutuyor.,Bir soğan dilimleniyor.
1.0,0.8695027,Bir kadın patates soyuyor.,Bir kadın ananas ızgara yapıyor.
0.0,0.5078756,Bir kedi biraz su içiyor.,Bir kamyon tepeden aşağı iniyor.
0.0,0.65296274,Bir insan bir domuz etinin üzerine tuz biber koyuyor.,Bir genç piyanoda oturuyor.
0.0,0.36231673,Adam sandalyesine oturdu ve baktı.,Küçük kız saçlarını midilli kuyruğuna sokuyor.
1.8,0.5065337,Bir kadın patatesi doğranıyor.,Bir kadın tofu'yü küçük parçalara ayırr.
1.2,0.85039985,Bir bebek mutlu bir şekilde sürünüyor.,Bir bebek hapşırık ve başka bir bebeği korkuttu.
0.6,0.5392693,Bir insan tavada et kızartıyor.,Bir adam sebze kesiyor.
0.25,0.720723,Bir adam pencereden dışarı bakıyor.,Bir kadın suda yüzüyor.
3.25,0.8179511,Oturan bir adam gitar çalıyor.,Bir adam akustik gitar çalıyor ve mikrofona şarkı söylüyor.
1.25,0.7711921,Bir kadın bıçakla soğanı dilimliyor.,Bir adam yemek hazırlıyor.
4.0,0.63637966,Bir binici koşuyor ve atını atlıyor.,Bir kadın ata atlar.
3.25,0.78966135,Bir çocuk anahtar tahtası oynuyor.,Bir çocuk odada oturmuş lamba ışığıyla piyano çalıyor.
0.75,0.2992524,İki adam kavga ediyor.,Adam egzersiz yapıyor.
3.25,0.93505603,Bir adam tahta flüt çalarken diğer birkaç adam bongo davulu çalıyor.,Bir adam flüt çalıyor.
1.2,0.78382266,Bir insan maymunu okşar.,Bir adam yavaş bir lori tutuyor.
3.8,0.244961,İki çizgi film tavşanı öpüşüyor.,Bir tavşan başka bir tavşanı öpüyor.
3.4,0.70073164,Kirpi havluyu çiğnedi.,Bir kirpi battaniyeyi ısırıyor.
0.0,0.73352736,Bir kedi kendini yalıyor.,Bir adam beyaz soğanı mandolin dilimleyiciyle doğrıyor.
3.5,0.8037853,Küçük bir kobay kemiriyor ve yerde bir parça havuç yiyor.,Bir Kobay havuç yer.
3.75,0.8132522,Dört çocuk yanan arabanın önünde duruyor.,Arkalarına bir araba patlarken dört genç adam hareketsiz duruyor.
4.0,0.6708496,Bir adam sigara içiyor.,Adam takım elbisesiyle oturdu ve sigara içti.
0.2,0.66949815,Bir kadın bazı yiyeceklere sos ekliyor.,Bir insan yaprakları kesiyor.
0.0,0.28651702,Üç çocuk yemeklerini yiyor.,Geyik çitin üzerinden atladı.
0.0,0.73028874,Bir denizaltı sudan geçiyor.,Bir bebek uykuya dalıyor.
0.8,0.7717874,Sokakta koşan bir adam var.,Bir adam gitar çalıyor.
0.0,0.73310953,Bir insan soğanı dilimliyor.,Bir kedi tuvalete.
0.0,0.7652993,Bir porsuk toprağı kazıyor.,Bir adam büyük kayaları hareket ettiriyor.
0.0,0.72987217,Bir kadın büyük biberi dilimliyor.,Bir köpek ağzını oynatıyor.
5.0,1.0,Bir adam bisiklete biniyor.,Bir adam bisiklete biniyor.
0.6,0.9895313,Bir erkek ve bir kadın birbirlerini öpüyorlar.,Bir erkek ve bir kadın birbirleriyle konuşuyorlar.
4.2,0.9299293,Bir kadın soğanı dilimliyor.,Bir kadın soğan kesiyor.
3.75,0.96863735,Küçük bir çocuk bir köpekle oynuyor.,Bir bebek bir köpekle oynuyor.
5.0,0.773543,Adam resim çiziyor.,Bir adam çiziyor.
1.25,0.9072704,Bir adam patates kesiyor.,Bir kadın domates kesiyor.
3.6,0.9999999,Bir çocuk gitar çalıyor.,Bir çocuk gitar çalıyor.
5.0,0.95853686,Bir kadın soğan kesiyor.,Bir kadın soğanı kesiyor.
5.0,0.98103136,Oyuncak bir tren oyuncak arabaya çarpıyor.,Oyuncak bir tren oyuncak arabaya çarpar.
2.2,0.9139497,Bir adam gitar çalıyor.,Bir adam flüt çalıyor.
5.0,0.9136336,Bir kedi bir çekmece açar ve içeri tırmanır.,Bir kedi çekmeceyi açıyor ve içeri tırmanıyor.
4.25,0.90995234,Bir kadın yemek kızartıyor.,Bir kadın derin kızartma yemeği yapıyor.
2.5,0.8817189,Bir adam soğanı doğranıyor.,Bir kadın soğan kesiyor.
2.8,0.89609075,Bir kız gitar çalıyor.,Bir adam gitar çalıyor.
2.8,0.90760964,Sahnede bir kız şarkı söylüyor.,Sahnede bir adam şarkı söylüyor.
2.8,0.8600435,Bir kadın ata biniyor.,Bir kadın eşeğe biniyor.
2.8,0.89609075,Bir kız gitar çalıyor.,Bir adam gitar çalıyor.
5.0,0.9599655,Bir kadın karides fırçalıyor.,Bir kadın karides fırçalar.
4.8,0.9658088,Bir adam tavanda dans ediyor.,Bir adam odanın tavanında dans ediyor.
4.2,0.9391221,Bir kadın büyük bir bıçakla bir soğanı ince ince dilimler.,Bir kadın büyük bir bıçakla soğan dilimliyor.
5.0,0.94937736,Bir adam klavye çalıyor.,Bir adam klavye çalar.
5.0,1.0,Bir adam gitar çalıyor.,Bir adam gitar çalıyor.
5.0,1.0,Bir kadın patates soyuyor.,Bir kadın patates soyuyor.
3.75,0.83985484,Bir kadın kurbağayla ilgileniyor.,Bir adam elinde kurbağa tutuyor.
2.0,0.9139497,Bir adam flüt çalıyor.,Bir adam gitar çalıyor.
1.5830000000000002,0.9139497,Bir adam gitar çalıyor.,Bir adam flüt çalıyor.
1.778,0.9623059,Bir adam piyano çalıyor.,Bir adam gitar çalıyor.
2.0,0.9623059,Bir adam gitar çalıyor.,Bir adam piyano çalıyor.
2.0,0.9139497,Bir adam flüt çalıyor.,Bir adam gitar çalıyor.
2.0,0.9139497,Bir adam flüt çalıyor.,Bir adam gitar çalıyor.
3.2,0.98836863,İki kadın kanepede yatıyor.,İki kadın kanepede sarılıyor.
3.8,0.53756994,Birisi salatalık doksayıyı doksayı.,Bir adam salatalık dolanıyor.
4.4,0.64745545,Bir yavru kedi mavi ip oyuncakla oynuyor.,Bir kedi yavrusu bir oyuncakla oynuyor.
5.0,0.6437689,Köpek oyuncak havlıyor.,Bir köpek bir çocuğa havlıyor.
3.5,0.9373084,Bir insan tortilla katlar.,Bir adam tortilla katlar.
4.0,0.97559047,Bir kedi süt içiyor.,Bir yavru kedi süt içiyor.
3.5,0.94125545,Bir insan araba kullanıyor.,Bir adam araba kullanıyor.
4.4,1.0,Bir kaplumbağa yürüyor.,Bir kaplumbağa yürüyor.
3.8,0.6460546,Bir ot yiyor.,Bir saman yiyor.
2.6,0.96221477,Bir kadın brokoli kesiyor.,Bir kadın sarımsak kesiyor.
3.0,0.8990833,Bir adam ağlıyor.,Bir adam çığlık atıyor.
5.0,0.8764383,Adam gitar çalıyor.,Bir adam gitar çalıyor.
3.667,0.8397828,Bir adam soğan kesiyor.,Bir adam muz kesiyor.
2.333,0.895413,Bir adam patatesi dilimliyor.,Bir kadın patates soyuyor.
4.0,0.95830643,Bir kadın masada parmaklarını dokunuyor.,Bir kadın parmaklarını dokunuyor.
4.4,0.8358676,Birisi bamyayı tencerede kaynatıyor.,Birisi tavada bamya pişiriyor.
0.2,0.8654123,Bir adam sigara içiyor.,Bir adam karışıyor.
5.0,0.8763264,Adam davul çalıyor.,Bir adam davul çalıyor.
5.0,1.0,Bir adam havuza dalıyor.,Bir adam havuza dalıyor.
4.0,0.84788454,Bir kadın sızıntıyı kesiyor.,Bir kadın pırasa dilimliyor.
4.6,0.9755,Küçük bir çocuk gitar çalıyor.,Bir çocuk gitar çalıyor.
2.6,0.8356585,Bir kadın dans ediyor.,Adam dans ediyor.
2.6,0.77591443,Kadınlar konuşuyor.,Adamlar konuşuyor.
2.6,0.9249738,Bir kız saçına jöle koyuyor.,Bir kadın saçına jöle sürüyor.
2.2,0.94072247,Bir çocuk gitar çalıyor.,Bir adam gitar çalıyor.
1.7,0.8901466,Bir grup insan yerlerinde yürüyor.,Bir grup insan konserde dans ediyor.
2.0,0.85357726,Kadın makineli tüfekle ateş ediyor.,Adam ateş ediyor.
4.0,0.93883646,Bir adam piyano çaldı.,Bir adam piyano çalar.
